CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
669513821,11/30/16,18:00:00,11/30/16,18:15:00,12/1/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,123,INSIDE,RESTAURANT/DINER,,,914928,125757,40.51158634,-74.24930373,"(40.511586338, -74.249303727)"
178661104,12/8/16,17:50:00,12/8/16,18:30:00,12/8/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,123,INSIDE,RESIDENCE-HOUSE,,,923162,134356,40.53524944,-74.21976956,"(40.53524944, -74.21976956)"
206173099,12/27/16,8:00:00,12/27/16,8:25:00,12/27/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,123,INSIDE,RESIDENCE-HOUSE,,,934770,136651,40.54162112,-74.17802592,"(40.541621116, -74.178025921)"
800669728,12/23/16,17:30:00,12/23/16,17:40:00,12/24/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,123,FRONT OF,RESIDENCE-HOUSE,,,930551,139699,40.54996274,-74.19322964,"(40.549962741, -74.193229637)"
592450260,11/24/16,5:45:00,11/24/16,6:10:00,11/24/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,122,INSIDE,RESIDENCE-HOUSE,,,939139,139755,40.55016429,-74.16232739,"(40.550164291, -74.162327394)"
124558588,4/11/16,13:40:00,12/25/16,10:05:00,12/25/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,122,INSIDE,RESIDENCE-HOUSE,,,947161,142376,40.55739561,-74.13347571,"(40.557395605, -74.13347571)"
439937716,12/27/16,14:45:00,12/27/16,15:00:00,12/27/16,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,122,INSIDE,RESIDENCE-HOUSE,,,953298,143349,40.56008985,-74.11139462,"(40.560089845, -74.111394623)"
704067405,12/27/16,3:15:00,12/27/16,3:25:00,12/27/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,100,FRONT OF,BAR/NIGHT CLUB,,,1006591,143857,40.56151009,-73.91959669,"(40.561510089, -73.919596691)"
101780918,12/25/16,15:15:00,12/25/16,15:30:00,12/25/16,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,100,,STREET,,,1011395,144090,40.56213622,-73.90230628,"(40.562136224, -73.902306282)"
310211100,12/30/16,15:59:00,12/30/16,16:10:00,12/30/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,60,INSIDE,RESIDENCE - PUBLIC HOUSING,,,985690,147743,40.57220443,-73.99481808,"(40.57220443, -73.994818082)"
317523961,12/8/16,9:27:00,12/8/16,9:36:00,12/8/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,122,INSIDE,RESIDENCE-HOUSE,,,958600,148258,40.57358101,-74.09233189,"(40.573581014, -74.092331886)"
824399118,11/6/16,18:10:00,11/6/16,18:16:00,12/6/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,60,INSIDE,RESIDENCE - PUBLIC HOUSING,,,986229,148311,40.57376338,-73.99287776,"(40.573763375, -73.992877757)"
430184351,11/6/16,18:10:00,11/6/16,18:16:00,12/6/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,60,INSIDE,RESIDENCE - PUBLIC HOUSING,,,986229,148311,40.57376338,-73.99287776,"(40.573763375, -73.992877757)"
294828984,11/6/16,18:10:00,11/6/16,18:16:00,11/6/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,60,INSIDE,RESIDENCE - PUBLIC HOUSING,,,986229,148311,40.57376338,-73.99287776,"(40.573763375, -73.992877757)"
718514999,11/15/16,12:00:00,11/15/16,12:33:00,11/18/16,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,60,INSIDE,RESIDENCE - APT. HOUSE,,,986229,148311,40.57376338,-73.99287776,"(40.573763375, -73.992877757)"
476863192,12/18/16,2:30:00,12/18/16,3:03:00,12/18/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,60,INSIDE,RESIDENCE - APT. HOUSE,,,985600,148459,40.57416973,-73.9951419,"(40.574169725, -73.995141899)"
661548551,12/1/16,23:50:00,12/1/16,23:55:00,12/2/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,60,INSIDE,RESIDENCE - PUBLIC HOUSING,,,986481,148626,40.57462793,-73.99197054,"(40.574627929, -73.991970544)"
345396999,12/24/16,0:10:00,12/24/16,0:25:00,12/24/16,106,FELONY ASSAULT,106,"ASSAULT 2,1,PEACE OFFICER",COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,60,INSIDE,RESIDENCE - PUBLIC HOUSING,,CONEY ISLAND I (SITE 1B),987828,148671,40.574751,-73.98712175,"(40.574751004, -73.987121747)"
391467405,12/8/16,16:00:00,12/8/16,16:15:00,12/8/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,60,INSIDE,RESIDENCE-HOUSE,,,981845,148725,40.57489962,-74.00865871,"(40.574899618, -74.008658712)"
529832130,11/2/16,22:45:00,11/2/16,23:04:00,11/3/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,60,INSIDE,RESIDENCE - PUBLIC HOUSING,,,987061,148773,40.57503125,-73.98988267,"(40.575031251, -73.989882667)"
479501443,11/2/16,22:45:00,11/2/16,23:04:00,11/3/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",ATTEMPTED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,60,INSIDE,RESIDENCE - PUBLIC HOUSING,,,987061,148773,40.57503125,-73.98988267,"(40.575031251, -73.989882667)"
308959223,11/24/16,11:00:00,11/24/16,11:15:00,11/24/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,60,INSIDE,RESIDENCE - PUBLIC HOUSING,,,987061,148773,40.57503125,-73.98988267,"(40.575031251, -73.989882667)"
581235266,11/26/16,5:51:00,11/26/16,6:19:00,11/26/16,106,FELONY ASSAULT,106,"ASSAULT 2,1,PEACE OFFICER",COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,60,INSIDE,RESIDENCE - PUBLIC HOUSING,,,987061,148773,40.57503125,-73.98988267,"(40.575031251, -73.989882667)"
640487936,11/27/16,11:03:00,11/27/16,11:10:00,11/27/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,60,INSIDE,VARIETY STORE,,,985092,148865,40.57528418,-73.99697048,"(40.575284178, -73.996970475)"
678673674,12/20/16,15:30:00,12/20/16,15:40:00,12/20/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,122,INSIDE,RESIDENCE - APT. HOUSE,,,949865,149088,40.57582962,-74.12377882,"(40.575829624, -74.12377882)"
559648494,12/20/16,15:30:00,12/20/16,15:40:00,12/20/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,122,INSIDE,RESIDENCE-HOUSE,,,949865,149088,40.57582962,-74.12377882,"(40.575829624, -74.12377882)"
102129180,12/30/16,2:00:00,12/30/16,2:50:00,12/30/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,60,FRONT OF,CHECK CASHING BUSINESS,,,986860,149123,40.57599199,-73.99060607,"(40.575991993, -73.990606073)"
109236326,12/18/16,11:15:00,12/18/16,11:23:00,12/18/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,60,INSIDE,RESIDENCE - PUBLIC HOUSING,,,984593,149209,40.57622842,-73.99876672,"(40.576228423, -73.998766718)"
908342229,12/27/16,15:30:00,12/27/16,15:45:00,12/27/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,60,INSIDE,RESIDENCE - PUBLIC HOUSING,,,984593,149209,40.57622842,-73.99876672,"(40.576228423, -73.998766718)"
893092821,12/31/16,11:00:00,12/31/16,11:45:00,12/31/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,60,,HIGHWAY/PARKWAY,,,990784,149362,40.57664598,-73.9764804,"(40.576645978, -73.976480396)"
918008879,12/21/16,13:00:00,12/21/16,13:20:00,12/21/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. TRANSIT POLICE,BROOKLYN,60,,TRANSIT - NYC SUBWAY,,,993742,149372,40.57667075,-73.9658322,"(40.576670753, -73.965832198)"
595945761,12/29/16,18:41:00,12/29/16,18:47:00,12/29/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,60,,STREET,,,988775,149400,40.57675153,-73.98371235,"(40.576751534, -73.983712353)"
971435011,11/20/16,20:00:00,11/21/16,10:40:00,11/21/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,60,INSIDE,RESIDENCE - PUBLIC HOUSING,,,986948,149566,40.57720792,-73.99028912,"(40.577207916, -73.990289118)"
934012738,12/17/16,20:30:00,12/17/16,22:00:00,12/18/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,60,INSIDE,BAR/NIGHT CLUB,,,995478,149601,40.57729729,-73.95958258,"(40.577297285, -73.959582577)"
384094223,11/17/16,20:10:00,11/17/16,20:15:00,11/17/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,60,INSIDE,RESIDENCE - APT. HOUSE,,,988714,149821,40.57790713,-73.98393166,"(40.577907127, -73.983931663)"
322808994,11/13/16,16:00:00,11/13/16,16:30:00,11/13/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,60,INSIDE,RESIDENCE-HOUSE,,,994098,149862,40.57801532,-73.96454996,"(40.578015318, -73.964549958)"
573751052,12/30/16,11:50:00,12/30/16,11:55:00,12/30/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,60,INSIDE,RESIDENCE - APT. HOUSE,,,994098,149862,40.57801532,-73.96454996,"(40.578015318, -73.964549958)"
696496819,11/23/16,23:00:00,11/23/16,23:10:00,11/23/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",ATTEMPTED,FELONY,N.Y. POLICE DEPT,BROOKLYN,60,FRONT OF,STREET,,,989009,149862,40.57801951,-73.98286968,"(40.57801951, -73.982869675)"
157603316,12/26/16,19:10:00,12/26/16,19:50:00,12/26/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,60,FRONT OF,STREET,,,989009,149862,40.57801951,-73.98286968,"(40.57801951, -73.982869675)"
651871293,11/17/16,11:30:00,11/17/16,12:00:00,11/17/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,61,INSIDE,,,,1002334,150047,40.57851013,-73.93490098,"(40.578510134, -73.934900975)"
106688610,11/24/16,8:25:00,11/24/16,8:35:00,11/24/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,61,INSIDE,RESIDENCE-HOUSE,,,998565,150086,40.57862407,-73.94846889,"(40.578624068, -73.948468885)"
885984408,11/10/16,16:00:00,11/10/16,17:00:00,11/14/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,121,INSIDE,RESIDENCE-HOUSE,,,940796,150185,40.57880086,-74.15643194,"(40.578800855, -74.156431936)"
996246868,11/10/16,15:00:00,11/10/16,15:20:00,11/10/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,121,INSIDE,RESIDENCE-HOUSE,,,940796,150185,40.57880086,-74.15643194,"(40.578800855, -74.156431936)"
406714513,11/18/16,14:45:00,11/18/16,15:26:00,11/18/16,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,122,INSIDE,RESIDENCE-HOUSE,,,957849,150199,40.57890647,-74.09504279,"(40.57890647, -74.095042786)"
360421591,12/26/16,20:50:00,12/26/16,21:04:00,12/26/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,60,INSIDE,GAS STATION,,,988506,150220,40.57900241,-73.98468018,"(40.579002406, -73.984680183)"
766820579,12/30/16,4:30:00,12/30/16,4:45:00,12/30/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,60,,STREET,,,988653,150241,40.57905998,-73.98415098,"(40.579059975, -73.984150981)"
934206530,12/18/16,9:55:00,12/18/16,10:15:00,12/18/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,121,FRONT OF,PARKING LOT/GARAGE (PRIVATE),,,937347,150314,40.57913736,-74.16884889,"(40.579137357, -74.168848892)"
633103162,12/2/16,12:00:00,12/2/16,12:05:00,12/2/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,122,,STREET,,,952355,150307,40.57918485,-74.11482121,"(40.579184845, -74.114821206)"
104112061,11/27/16,13:40:00,11/27/16,13:45:00,11/27/16,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,61,INSIDE,RESIDENCE-HOUSE,,,1000121,150396,40.57947231,-73.94286672,"(40.579472308, -73.942866715)"
761342020,11/3/16,11:40:00,11/3/16,11:45:00,11/3/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,100,FRONT OF,OTHER,,,1030346,150502,40.57965762,-73.83405784,"(40.579657623, -73.834057838)"
308215046,11/13/16,16:00:00,11/13/16,16:30:00,11/13/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",ATTEMPTED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,60,FRONT OF,RESIDENCE - PUBLIC HOUSING,,,984688,150503,40.5797802,-73.99842466,"(40.579780195, -73.998424655)"
509717470,11/7/16,12:30:00,11/7/16,12:45:00,11/7/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,100,INSIDE,PRIVATE/PAROCHIAL SCHOOL,,,1030580,150594,40.57990893,-73.83321482,"(40.579908925, -73.83321482)"
202433763,11/12/16,12:10:00,11/12/16,12:25:00,11/12/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",ATTEMPTED,FELONY,N.Y. POLICE DEPT,BROOKLYN,60,FRONT OF,RESIDENCE-HOUSE,,,994532,150725,40.58038359,-73.9629863,"(40.580383591, -73.962986303)"
491798333,11/28/16,17:30:00,11/28/16,17:40:00,11/28/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,100,INSIDE,RESIDENCE - APT. HOUSE,,,1031046,150775,40.58040329,-73.83153599,"(40.580403286, -73.831535985)"
508757894,12/1/16,13:00:00,12/1/16,13:05:00,12/1/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,100,INSIDE,PUBLIC SCHOOL,,,1031046,150775,40.58040329,-73.83153599,"(40.580403286, -73.831535985)"
109933351,11/28/16,3:50:00,11/28/16,3:55:00,11/28/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,100,,STREET,,,1030201,150833,40.5805669,-73.83457758,"(40.580566904, -73.834577581)"
155592001,11/12/16,7:00:00,11/12/16,10:00:00,11/17/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,60,INSIDE,RESIDENCE-HOUSE,,,993652,151065,40.5813178,-73.96615383,"(40.581317801, -73.966153825)"
371454580,12/26/16,16:00:00,12/26/16,16:30:00,12/27/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,121,INSIDE,RESIDENCE - APT. HOUSE,,,939691,151155,40.58145782,-74.16041622,"(40.581457824, -74.160416224)"
666752475,12/22/16,11:15:00,12/22/16,11:30:00,12/22/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,121,INSIDE,DEPARTMENT STORE,,,937325,151467,40.58230199,-74.1689361,"(40.582301992, -74.168936095)"
965389283,12/22/16,11:15:00,12/22/16,11:30:00,12/22/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,121,INSIDE,DEPARTMENT STORE,,,937325,151467,40.58230199,-74.1689361,"(40.582301992, -74.168936095)"
704803500,11/18/16,3:00:00,11/18/16,3:10:00,11/18/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,60,,STREET,,,995035,151500,40.58251022,-73.96117427,"(40.582510215, -73.96117427)"
740505854,12/29/16,9:00:00,12/29/16,10:00:00,12/29/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,61,INSIDE,RESIDENCE - APT. HOUSE,,,996065,151905,40.58362055,-73.95746545,"(40.583620548, -73.957465451)"
663639813,12/12/16,0:45:00,12/12/16,1:00:00,12/12/16,106,FELONY ASSAULT,106,"ASSAULT 2,1,PEACE OFFICER",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,122,INSIDE,HOSPITAL,,,959956,152172,40.58432799,-74.08746486,"(40.584327988, -74.087464863)"
961651511,11/28/16,9:30:00,11/28/16,9:40:00,11/28/16,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,100,INSIDE,RESIDENCE-HOUSE,,,1035173,152352,40.58470909,-73.81666696,"(40.584709085, -73.816666958)"
711915938,12/17/16,8:00:00,12/17/16,12:30:00,12/17/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,60,,STREET,,,987712,152535,40.58535697,-73.98753733,"(40.58535697, -73.987537333)"
302411988,12/9/16,21:00:00,12/9/16,23:00:00,12/12/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,100,FRONT OF,STREET,,,1033650,152641,40.58551095,-73.82214798,"(40.585510949, -73.822147979)"
566503643,11/10/16,21:25:00,11/10/16,21:35:00,11/10/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,121,FRONT OF,RESIDENCE-HOUSE,,,940558,152854,40.58612555,-74.15730597,"(40.586125552, -74.157305967)"
968559165,11/10/16,21:25:00,11/10/16,21:35:00,11/10/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,121,FRONT OF,RESIDENCE-HOUSE,,,940558,152854,40.58612555,-74.15730597,"(40.586125552, -74.157305967)"
415377242,12/17/16,21:55:00,12/17/16,22:00:00,12/17/16,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,61,INSIDE,RESIDENCE - APT. HOUSE,,,996477,153005,40.58663927,-73.95598019,"(40.586639271, -73.955980192)"
226279908,11/14/16,15:00:00,11/14/16,15:13:00,11/14/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,61,INSIDE,RESIDENCE - APT. HOUSE,,,996179,153237,40.58727647,-73.95705268,"(40.58727647, -73.957052681)"
539855255,12/28/16,19:27:00,12/28/16,19:43:00,12/28/16,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,61,INSIDE,RESIDENCE - APT. HOUSE,,,1001048,153668,40.58845159,-73.93952144,"(40.58845159, -73.939521436)"
487103721,11/5/16,20:15:00,11/5/16,20:20:00,11/5/16,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,101,INSIDE,RESIDENCE - APT. HOUSE,,,1042943,154220,40.58978832,-73.78867705,"(40.589788318, -73.788677052)"
850473922,11/5/16,11:05:00,11/5/16,17:10:00,11/5/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,101,INSIDE,RESIDENCE - APT. HOUSE,,,1042943,154220,40.58978832,-73.78867705,"(40.589788318, -73.788677052)"
869266693,11/9/16,16:00:00,11/9/16,16:30:00,11/9/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,101,FRONT OF,RESIDENCE - APT. HOUSE,,,1042943,154220,40.58978832,-73.78867705,"(40.589788318, -73.788677052)"
136868277,12/2/16,8:00:00,12/2/16,8:05:00,12/2/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,100,FRONT OF,STORE UNCLASSIFIED,,,1039519,154216,40.58979935,-73.80100517,"(40.58979935, -73.801005168)"
937481001,12/12/16,17:00:00,12/12/16,17:30:00,12/12/16,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,122,INSIDE,RESIDENCE - APT. HOUSE,,,962332,154305,40.59018884,-74.0789177,"(40.59018884, -74.078917696)"
745999527,12/25/16,17:18:00,12/25/16,17:28:00,12/25/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,61,INSIDE,RESIDENCE - APT. HOUSE,,,1001697,154576,40.59094262,-73.93718242,"(40.590942615, -73.937182415)"
283528257,11/26/16,1:00:00,11/26/16,1:05:00,11/26/16,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,60,INSIDE,RESIDENCE - PUBLIC HOUSING,,,990284,154582,40.5909742,-73.97827563,"(40.590974199, -73.978275632)"
350072526,12/5/16,12:30:00,12/5/16,12:36:00,12/5/16,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,60,INSIDE,RESIDENCE - APT. HOUSE,,,987029,154669,40.59121462,-73.98999543,"(40.591214615, -73.989995434)"
188948995,12/20/16,11:25:00,12/20/16,11:25:00,12/20/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,100,INSIDE,RESIDENCE - APT. HOUSE,,,1040606,154882,40.59162054,-73.79708588,"(40.591620538, -73.797085878)"
451400711,12/15/16,0:35:00,12/15/16,0:40:00,12/15/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,122,REAR OF,RESIDENCE - APT. HOUSE,,,965438,154859,40.5917166,-74.06773602,"(40.591716597, -74.06773602)"
942082244,11/19/16,16:50:00,11/19/16,17:10:00,11/19/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,61,INSIDE,RESIDENCE - APT. HOUSE,,,1001002,154869,40.59174818,-73.93968408,"(40.591748182, -73.939684078)"
792309596,12/30/16,18:10:00,12/30/16,18:15:00,12/30/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,61,INSIDE,RESIDENCE-HOUSE,,,998695,154929,40.59191693,-73.94799055,"(40.591916929, -73.947990547)"
